"County_Name","ID","Gender","Race","ACT_Score","HS_GPA","HS_Type","College_Type","PostHS_Plan","FirstGen","PellElig","County_FIPS","State"
"Lynchburg City",13382,2,2,21,3.6,1,3,3,2,1,"680"," Virginia"
"Lynchburg City",13383,1,4,22,2.74,1,1,1,2,2,"680"," Virginia"
"Lynchburg City",13384,1,4,17,2.23,1,1,1,2,2,"680"," Virginia"
"Lynchburg City",13385,2,1,21,2.57,1,1,1,2,2,"680"," Virginia"
"Lynchburg City",13386,2,1,22,3.08,1,1,1,2,2,"680"," Virginia"
"Lynchburg City",13387,2,3,18,3.57,2,1,1,2,2,"680"," Virginia"
"Lynchburg City",13388,2,1,23,2.7,2,0,1,2,2,"680"," Virginia"
"Lynchburg City",13389,2,4,18,2.09,1,1,1,2,2,"680"," Virginia"
"Lynchburg City",13390,2,4,17,2.7,1,3,3,2,2,"680"," Virginia"
"Lynchburg City",13391,1,4,16,2.1,1,1,1,1,1,"680"," Virginia"
"Lynchburg City",13392,1,4,19,3.43,2,3,1,2,1,"680"," Virginia"
"Lynchburg City",13393,2,4,19,3.3,1,1,3,1,1,"680"," Virginia"
"Lynchburg City",13394,1,4,23,2.09,1,1,2,2,2,"680"," Virginia"
"Lynchburg City",13395,2,1,21,2.21,2,0,1,2,2,"680"," Virginia"
"Lynchburg City",13396,2,1,22,3.24,1,3,1,2,2,"680"," Virginia"
"Lynchburg City",13397,1,4,18,3.47,1,3,2,2,2,"680"," Virginia"
"Lynchburg City",13398,2,1,22,1.98,3,2,1,2,2,"680"," Virginia"
"Lynchburg City",13399,2,4,24,2.46,1,3,1,2,2,"680"," Virginia"
"Lynchburg City",13400,2,4,26,1.88,1,1,3,2,1,"680"," Virginia"
"Lynchburg City",13401,1,1,20,3.62,2,0,3,1,2,"680"," Virginia"
"Madison ",13402,2,4,19,3.49,1,0,1,2,2,"113"," Virginia"
"Madison ",13403,2,4,23,2.06,1,1,2,2,2,"113"," Virginia"
"Madison ",13404,2,1,23,2.39,2,1,2,2,1,"113"," Virginia"
"Madison ",13405,2,1,19,2.21,2,1,1,1,1,"113"," Virginia"
"Madison ",13406,2,1,22,2.35,1,1,1,1,1,"113"," Virginia"
"Madison ",13407,1,1,23,2.03,1,0,1,2,2,"113"," Virginia"
"Madison ",13408,2,1,24,3.34,1,1,1,2,1,"113"," Virginia"
"Madison ",13409,2,3,20,1.98,1,1,3,2,1,"113"," Virginia"
"Madison ",13410,1,1,19,3.49,1,1,3,2,1,"113"," Virginia"
"Madison ",13411,2,2,18,2.61,1,1,2,2,2,"113"," Virginia"
"Madison ",13412,2,1,20,2.47,1,1,1,2,2,"113"," Virginia"
"Madison ",13413,2,4,23,3.68,1,1,3,2,2,"113"," Virginia"
"Madison ",13414,2,1,21,3.55,1,1,1,2,1,"113"," Virginia"
"Madison ",13415,2,3,23,2.87,1,0,1,2,1,"113"," Virginia"
"Manassas City",13416,2,4,22,2.04,1,1,1,1,2,"683"," Virginia"
"Manassas City",13417,1,1,22,1.84,1,3,1,2,2,"683"," Virginia"
"Manassas City",13418,1,1,19,3.21,1,3,1,2,1,"683"," Virginia"
"Manassas City",13419,1,1,15,3.48,1,3,1,2,2,"683"," Virginia"
"Manassas City",13420,1,4,18,3.76,1,2,1,1,2,"683"," Virginia"
"Manassas City",13421,1,1,19,3.16,1,1,1,2,2,"683"," Virginia"
"Manassas City",13422,1,1,20,3.19,2,3,4,2,1,"683"," Virginia"
"Manassas City",13423,2,1,20,2.92,2,0,2,2,1,"683"," Virginia"
"Manassas City",13424,1,2,22,3.38,1,1,1,2,2,"683"," Virginia"
"Manassas City",13425,1,3,24,3.47,2,3,1,1,2,"683"," Virginia"
"Manassas City",13426,2,4,16,3.75,1,0,1,2,2,"683"," Virginia"
"Manassas City",13427,2,1,23,1.9,1,1,1,2,2,"683"," Virginia"
"Manassas City",13428,2,4,24,3.56,2,3,2,2,1,"683"," Virginia"
"Manassas City",13429,1,2,22,3.27,1,3,1,2,2,"683"," Virginia"
"Manassas City",13430,1,1,20,3.09,1,1,1,2,2,"683"," Virginia"
"Manassas City",13431,2,4,16,2.29,1,1,3,1,1,"683"," Virginia"
"Manassas City",13432,1,4,19,3.66,1,1,1,1,2,"683"," Virginia"
"Manassas City",13433,1,1,30,3.79,1,1,1,2,2,"683"," Virginia"
"Manassas City",13434,1,1,20,2.92,1,3,1,1,2,"683"," Virginia"
"Manassas City",13435,2,4,24,3.22,1,3,1,2,2,"683"," Virginia"
"Manassas City",13436,2,4,22,4,2,3,1,1,2,"683"," Virginia"
"Manassas City",13437,1,2,22,3.65,1,1,1,1,2,"683"," Virginia"
"Manassas City",13438,2,1,17,2.86,1,3,2,2,2,"683"," Virginia"
"Manassas City",13439,1,1,17,3.08,2,1,1,2,2,"683"," Virginia"
"Manassas City",13440,1,1,25,2.51,1,3,1,1,2,"683"," Virginia"
"Manassas City",13441,1,1,20,3,1,3,1,1,2,"683"," Virginia"
"Manassas City",13442,1,2,24,2.76,1,1,1,2,1,"683"," Virginia"
"Manassas City",13443,2,3,19,2.21,1,1,1,2,1,"683"," Virginia"
"Manassas City",13444,2,1,19,2.66,1,0,1,2,2,"683"," Virginia"
"Manassas City",13445,1,1,18,2.22,1,2,1,1,1,"683"," Virginia"
"Manassas City",13446,2,1,16,2.47,1,1,1,2,1,"683"," Virginia"
"Manassas City",13447,1,1,22,1.8,3,0,1,2,2,"683"," Virginia"
"Manassas City",13448,2,1,23,2.77,2,1,3,2,2,"683"," Virginia"
"Manassas City",13449,1,3,15,3.29,1,1,1,1,1,"683"," Virginia"
"Manassas City",13450,1,1,20,3.5,1,1,1,1,2,"683"," Virginia"
"Manassas City",13451,2,4,20,2.75,2,3,1,2,2,"683"," Virginia"
"Manassas City",13452,1,1,22,2.05,1,1,1,2,2,"683"," Virginia"
"Manassas City",13453,1,1,21,2.2,1,1,2,1,2,"683"," Virginia"
"Manassas City",13454,1,4,18,2.32,3,1,4,1,1,"683"," Virginia"
"Manassas City",13455,1,3,23,1.78,1,3,1,2,2,"683"," Virginia"
"Manassas City",13456,1,1,17,1.79,1,1,1,2,2,"683"," Virginia"
"Manassas City",13457,2,1,22,3.24,1,0,1,1,2,"683"," Virginia"
"Manassas City",13458,2,4,21,1.77,1,1,1,2,1,"683"," Virginia"
"Manassas City",13459,1,3,19,2.74,2,3,1,2,2,"683"," Virginia"
"Manassas City",13460,1,1,24,2.54,1,1,1,2,2,"683"," Virginia"
"Manassas City",13461,1,4,20,3.91,1,3,3,2,2,"683"," Virginia"
"Manassas City",13462,1,1,24,2.95,1,1,1,1,1,"683"," Virginia"
"Manassas City",13463,1,1,23,1.94,1,1,3,2,2,"683"," Virginia"
"Manassas City",13464,1,1,21,3.89,1,3,4,1,1,"683"," Virginia"
"Manassas City",13465,2,1,22,2.33,1,1,1,2,2,"683"," Virginia"
"Manassas City",13466,2,4,16,2.89,1,2,1,2,2,"683"," Virginia"
"Manassas City",13467,1,1,22,2.4,2,3,1,2,1,"683"," Virginia"
"Manassas City",13468,1,4,21,2.04,2,1,2,2,2,"683"," Virginia"
"Manassas City",13469,2,1,25,2.53,2,1,1,1,1,"683"," Virginia"
"Manassas City",13470,2,1,23,2.52,1,3,3,1,2,"683"," Virginia"
"Manassas City",13471,1,1,24,1.76,1,3,2,2,1,"683"," Virginia"
"Manassas City",13472,2,1,24,3.51,1,1,2,1,2,"683"," Virginia"
"Manassas City",13473,1,1,18,2.22,1,0,2,2,2,"683"," Virginia"
"Manassas City",13474,2,1,22,3.65,1,3,3,2,2,"683"," Virginia"
"Manassas City",13475,2,1,23,2.02,1,1,1,2,1,"683"," Virginia"
"Manassas City",13476,1,1,21,3.19,2,3,3,2,1,"683"," Virginia"
"Manassas City",13477,2,3,17,2.66,1,3,1,2,1,"683"," Virginia"
"Manassas City",13478,1,1,22,3.3,2,0,1,2,1,"683"," Virginia"
"Manassas City",13479,2,2,24,2.61,1,3,3,2,2,"683"," Virginia"
"Manassas City",13480,1,4,25,1.88,3,1,1,2,2,"683"," Virginia"
"Manassas City",13481,1,1,20,2.1,1,1,1,1,2,"683"," Virginia"
"Manassas City",13482,2,2,21,2.05,1,1,1,2,1,"683"," Virginia"
"Manassas City",13483,2,3,16,2.58,1,1,2,2,2,"683"," Virginia"
"Manassas City",13484,2,1,24,1.8,1,3,1,2,1,"683"," Virginia"
"Manassas City",13485,1,1,22,2.23,1,0,1,2,1,"683"," Virginia"
"Manassas City",13486,1,1,23,2.72,1,1,1,2,1,"683"," Virginia"
"Manassas City",13487,1,1,23,2.35,1,1,1,1,2,"683"," Virginia"
"Manassas City",13488,1,3,23,1.82,1,3,1,2,2,"683"," Virginia"
"Manassas City",13489,2,2,20,2.37,1,2,4,2,2,"683"," Virginia"
"Manassas City",13490,2,3,20,2.7,1,3,2,2,2,"683"," Virginia"
"Manassas City",13491,2,1,23,2.8,1,0,2,2,2,"683"," Virginia"
"Manassas City",13492,1,1,18,4,1,3,2,2,2,"683"," Virginia"
"Manassas City",13493,1,4,20,1.8,2,3,1,2,1,"683"," Virginia"
"Manassas City",13494,2,4,18,2.98,1,1,1,1,2,"683"," Virginia"
"Manassas City",13495,2,2,22,2.95,1,3,3,2,2,"683"," Virginia"
"Manassas City",13496,1,1,23,2.15,1,3,1,2,2,"683"," Virginia"
"Manassas City",13497,1,1,26,2.92,1,3,1,2,1,"683"," Virginia"
"Manassas City",13498,2,2,18,3.89,1,1,1,2,2,"683"," Virginia"
"Manassas City",13499,2,1,22,3.56,1,2,1,2,1,"683"," Virginia"
"Manassas City",13500,2,1,27,2.25,1,1,1,2,1,"683"," Virginia"
"Manassas City",13501,2,4,23,2.26,1,1,1,1,1,"683"," Virginia"
"Manassas City",13502,1,1,16,3.3,1,3,3,2,2,"683"," Virginia"
"Manassas City",13503,2,1,24,3.43,1,1,3,1,1,"683"," Virginia"
"Manassas City",13504,1,3,24,1.78,2,1,1,1,1,"683"," Virginia"
"Manassas City",13505,2,1,21,3.8,1,2,1,2,2,"683"," Virginia"
"Manassas City",13506,1,4,18,1.88,1,3,2,2,1,"683"," Virginia"
"Manassas City",13507,1,1,23,3.68,1,1,1,2,1,"683"," Virginia"
"Manassas City",13508,2,4,26,3.3,1,1,1,1,2,"683"," Virginia"
"Manassas City",13509,2,1,19,2.38,1,1,1,2,2,"683"," Virginia"
"Manassas City",13510,1,3,21,3.58,1,3,3,2,1,"683"," Virginia"
"Manassas City",13511,1,2,20,2.48,1,2,1,1,1,"683"," Virginia"
"Manassas City",13512,1,1,21,2.82,3,1,4,2,2,"683"," Virginia"
"Manassas City",13513,2,1,16,3.82,1,1,1,1,2,"683"," Virginia"
"Manassas City",13514,1,1,15,2.93,1,3,2,2,2,"683"," Virginia"
"Manassas City",13515,1,1,21,3.67,1,0,1,1,1,"683"," Virginia"
"Manassas City",13516,2,3,19,3,2,1,1,2,2,"683"," Virginia"
"Manassas City",13517,1,1,16,1.88,3,2,3,2,2,"683"," Virginia"
"Manassas City",13518,2,2,27,3.15,1,1,1,2,2,"683"," Virginia"
"Manassas City",13519,2,1,23,2.92,1,1,1,2,1,"683"," Virginia"
"Manassas City",13520,2,3,25,3.09,2,1,2,2,2,"683"," Virginia"
"Manassas City",13521,1,1,25,2.94,1,1,1,1,1,"683"," Virginia"
"Manassas City",13522,2,1,23,2.86,1,3,3,1,1,"683"," Virginia"
"Manassas City",13523,2,1,22,3.02,1,1,1,2,2,"683"," Virginia"
"Manassas City",13524,1,1,18,2.01,2,1,1,2,2,"683"," Virginia"
"Manassas Park City",13525,2,1,20,3.69,2,0,3,2,2,"685"," Virginia"
"Manassas Park City",13526,1,1,17,3.33,2,1,2,1,2,"685"," Virginia"
"Manassas Park City",13527,2,1,21,3.63,2,1,1,2,2,"685"," Virginia"
"Manassas Park City",13528,2,4,21,3.43,1,1,1,2,2,"685"," Virginia"
"Manassas Park City",13529,1,2,20,1.89,1,3,3,1,2,"685"," Virginia"
"Manassas Park City",13530,2,1,26,2.07,1,3,1,2,2,"685"," Virginia"
"Manassas Park City",13531,1,1,17,3.62,1,1,2,2,2,"685"," Virginia"
"Manassas Park City",13532,2,2,18,3.42,2,1,1,1,1,"685"," Virginia"
"Manassas Park City",13533,1,1,23,2.96,1,1,2,2,2,"685"," Virginia"
"Manassas Park City",13534,1,4,16,2.52,1,3,1,2,2,"685"," Virginia"
"Manassas Park City",13535,1,1,17,2.73,1,1,1,2,2,"685"," Virginia"
"Manassas Park City",13536,1,3,23,3.21,1,1,1,2,1,"685"," Virginia"
"Manassas Park City",13537,1,1,20,3.51,1,1,1,2,2,"685"," Virginia"
"Manassas Park City",13538,1,4,19,2.9,2,1,2,1,2,"685"," Virginia"
"Manassas Park City",13539,2,2,25,3.62,2,0,1,2,2,"685"," Virginia"
"Manassas Park City",13540,1,1,18,2.75,1,0,1,2,2,"685"," Virginia"
"Manassas Park City",13541,1,1,21,1.89,1,1,3,1,2,"685"," Virginia"
"Manassas Park City",13542,2,1,23,3.8,1,3,2,2,1,"685"," Virginia"
"Manassas Park City",13543,2,4,19,2.81,2,1,1,1,1,"685"," Virginia"
"Manassas Park City",13544,2,4,18,3.2,1,3,1,2,2,"685"," Virginia"
"Manassas Park City",13545,2,4,20,2.31,1,1,4,1,2,"685"," Virginia"
"Manassas Park City",13546,2,1,19,3.75,1,1,1,2,2,"685"," Virginia"
"Manassas Park City",13547,2,4,22,3.96,3,3,1,2,1,"685"," Virginia"
"Manassas Park City",13548,1,1,23,1.87,1,1,1,2,2,"685"," Virginia"
"Manassas Park City",13549,2,1,22,2.7,3,1,3,2,1,"685"," Virginia"
"Manassas Park City",13550,2,4,23,2.04,1,1,3,2,2,"685"," Virginia"
"Manassas Park City",13551,1,3,19,2.2,1,3,3,2,2,"685"," Virginia"
"Manassas Park City",13552,2,1,19,1.89,2,3,1,2,2,"685"," Virginia"
"Manassas Park City",13553,2,1,26,2.69,1,1,1,2,2,"685"," Virginia"
"Manassas Park City",13554,2,4,29,3.27,1,0,1,2,2,"685"," Virginia"
"Manassas Park City",13555,2,4,24,2.49,1,1,1,2,1,"685"," Virginia"
"Manassas Park City",13556,1,4,18,2.9,1,1,2,2,2,"685"," Virginia"
"Manassas Park City",13557,1,1,20,3.99,1,1,4,2,1,"685"," Virginia"
"Manassas Park City",13558,2,1,19,3.18,1,0,2,1,2,"685"," Virginia"
"Manassas Park City",13559,2,1,20,2.83,1,3,1,2,1,"685"," Virginia"
"Manassas Park City",13560,2,1,21,2.76,2,1,1,2,1,"685"," Virginia"
"Manassas Park City",13561,1,1,27,3.83,2,3,1,1,1,"685"," Virginia"
"Manassas Park City",13562,2,2,20,2.82,2,3,1,1,2,"685"," Virginia"
"Manassas Park City",13563,1,1,26,2.78,2,2,1,2,2,"685"," Virginia"
"Manassas Park City",13564,1,1,19,1.87,2,1,2,2,2,"685"," Virginia"
"Manassas Park City",13565,1,4,20,1.77,1,1,1,1,2,"685"," Virginia"
"Manassas Park City",13566,2,1,19,1.93,1,3,1,1,2,"685"," Virginia"
"Manassas Park City",13567,2,1,22,3.65,2,2,1,2,1,"685"," Virginia"
"Martinsville City",13568,2,1,20,3,1,1,1,1,1,"690"," Virginia"
"Martinsville City",13569,1,1,21,3.98,2,3,1,1,2,"690"," Virginia"
"Martinsville City",13570,2,1,22,2.11,2,1,3,2,1,"690"," Virginia"
"Martinsville City",13571,1,4,18,2.16,1,1,4,1,2,"690"," Virginia"
"Martinsville City",13572,1,1,23,3.94,1,0,1,2,2,"690"," Virginia"
"Martinsville City",13573,2,2,28,2.56,2,3,1,1,2,"690"," Virginia"
"Martinsville City",13574,2,1,24,3.56,3,1,2,2,1,"690"," Virginia"
"Martinsville City",13575,1,3,21,2.7,1,1,2,2,1,"690"," Virginia"
"Martinsville City",13576,1,1,18,1.99,1,3,1,2,1,"690"," Virginia"
"Martinsville City",13577,1,1,22,2.71,2,1,1,2,1,"690"," Virginia"
"Martinsville City",13578,1,1,20,3.15,3,1,2,2,2,"690"," Virginia"
"Martinsville City",13579,2,1,18,2.24,1,3,2,2,2,"690"," Virginia"
"Martinsville City",13580,1,3,23,1.84,1,1,1,1,1,"690"," Virginia"
"Martinsville City",13581,1,1,21,3.23,2,1,2,2,2,"690"," Virginia"
"Martinsville City",13582,2,1,20,3.44,1,1,1,2,2,"690"," Virginia"
"Martinsville City",13583,1,4,24,2.41,2,1,3,2,2,"690"," Virginia"
"Martinsville City",13584,2,2,20,2.35,2,1,1,2,2,"690"," Virginia"
"Martinsville City",13585,2,1,18,2.98,1,2,1,1,1,"690"," Virginia"
"Martinsville City",13586,2,1,22,1.75,1,1,1,2,2,"690"," Virginia"
"Mathews ",13587,2,1,19,2.25,1,1,1,2,2,"115"," Virginia"
"Mathews ",13588,1,1,16,3.23,1,3,1,2,2,"115"," Virginia"
"Mathews ",13589,2,1,18,3.72,2,1,1,1,2,"115"," Virginia"
"Mathews ",13590,2,4,19,1.97,1,1,3,1,2,"115"," Virginia"
"Mathews ",13591,2,1,12,3.08,1,3,3,1,2,"115"," Virginia"
"Mecklenburg ",13592,1,1,19,3.72,1,1,1,2,1,"117"," Virginia"
"Mecklenburg ",13593,2,4,21,2.79,1,1,4,2,1,"117"," Virginia"
"Mecklenburg ",13594,1,1,21,1.88,1,1,2,2,1,"117"," Virginia"
"Mecklenburg ",13595,1,1,19,3.31,1,1,1,2,2,"117"," Virginia"
"Mecklenburg ",13596,2,1,23,1.78,1,0,4,2,2,"117"," Virginia"
"Mecklenburg ",13597,2,3,23,1.75,1,1,2,2,1,"117"," Virginia"
"Mecklenburg ",13598,1,1,19,1.9,1,1,4,2,1,"117"," Virginia"
"Mecklenburg ",13599,1,2,21,2.28,1,1,1,1,1,"117"," Virginia"
"Mecklenburg ",13600,1,1,23,3.98,1,3,1,2,2,"117"," Virginia"
"Mecklenburg ",13601,2,1,27,3.79,3,1,2,1,1,"117"," Virginia"
"Mecklenburg ",13602,2,4,17,3.45,1,1,2,2,1,"117"," Virginia"
"Mecklenburg ",13603,2,4,22,3.47,2,3,1,2,2,"117"," Virginia"
"Mecklenburg ",13604,1,4,15,1.86,1,2,1,2,2,"117"," Virginia"
"Mecklenburg ",13605,1,1,23,2.93,1,3,1,2,2,"117"," Virginia"
"Mecklenburg ",13606,1,1,22,3.62,1,0,2,2,1,"117"," Virginia"
"Mecklenburg ",13607,2,4,16,1.88,2,1,2,2,2,"117"," Virginia"
"Mecklenburg ",13608,2,4,26,2.29,1,1,2,2,1,"117"," Virginia"
"Mecklenburg ",13609,2,1,23,3.69,1,3,1,2,1,"117"," Virginia"
"Mecklenburg ",13610,1,1,22,2.03,1,1,1,2,1,"117"," Virginia"
"Mecklenburg ",13611,2,1,17,3.34,1,3,3,1,1,"117"," Virginia"
"Mecklenburg ",13612,2,3,22,3.38,1,1,2,2,1,"117"," Virginia"
"Mecklenburg ",13613,1,4,19,3.45,1,3,1,1,2,"117"," Virginia"
"Mecklenburg ",13614,1,3,25,3.66,1,0,1,2,1,"117"," Virginia"
"Mecklenburg ",13615,2,4,23,2.95,1,3,1,1,1,"117"," Virginia"
"Mecklenburg ",13616,2,2,21,3.82,2,1,2,2,2,"117"," Virginia"
"Mecklenburg ",13617,2,1,21,2.93,1,1,2,1,2,"117"," Virginia"
"Mecklenburg ",13618,2,4,22,2.83,1,1,1,1,2,"117"," Virginia"
"Mecklenburg ",13619,1,4,21,2.67,1,1,1,1,2,"117"," Virginia"
"Mecklenburg ",13620,1,4,20,1.87,2,1,1,2,2,"117"," Virginia"
"Mecklenburg ",13621,2,1,24,2.21,1,0,3,2,2,"117"," Virginia"
"Mecklenburg ",13622,1,1,22,2.18,2,1,1,2,2,"117"," Virginia"
"Mecklenburg ",13623,2,1,22,2.47,3,1,1,1,1,"117"," Virginia"
"Mecklenburg ",13624,2,2,26,2.43,1,1,1,2,2,"117"," Virginia"
"Mecklenburg ",13625,1,4,21,3.71,3,0,3,2,1,"117"," Virginia"
"Mecklenburg ",13626,2,2,21,2.42,1,3,1,2,1,"117"," Virginia"
"Mecklenburg ",13627,2,2,21,2.52,1,3,2,2,1,"117"," Virginia"
"Mecklenburg ",13628,1,3,22,3.69,1,1,1,2,2,"117"," Virginia"
"Mecklenburg ",13629,2,1,20,3.66,1,0,2,1,2,"117"," Virginia"
"Mecklenburg ",13630,1,4,23,2.65,1,0,3,2,2,"117"," Virginia"
"Mecklenburg ",13631,2,1,20,3.97,1,0,1,2,2,"117"," Virginia"
"Mecklenburg ",13632,1,3,26,2.39,2,1,1,1,2,"117"," Virginia"
"Middlesex ",13633,1,4,18,3.04,1,1,1,1,1,"119"," Virginia"
"Middlesex ",13634,2,1,20,3.09,1,1,3,2,1,"119"," Virginia"
"Middlesex ",13635,1,4,21,2.89,2,3,1,1,1,"119"," Virginia"
"Middlesex ",13636,1,1,22,2.37,1,1,2,2,2,"119"," Virginia"
"Middlesex ",13637,1,4,17,2.66,1,1,3,2,1,"119"," Virginia"
"Middlesex ",13638,2,3,22,2.65,1,3,4,2,2,"119"," Virginia"
"Middlesex ",13639,2,1,22,2.99,1,1,2,2,2,"119"," Virginia"
"Middlesex ",13640,2,1,19,3.92,1,1,1,1,2,"119"," Virginia"
"Middlesex ",13641,1,2,21,3.96,1,3,2,1,2,"119"," Virginia"
"Middlesex ",13642,1,4,25,2.12,1,1,1,2,2,"119"," Virginia"
"Middlesex ",13643,2,1,21,3.14,1,1,1,2,1,"119"," Virginia"
"Middlesex ",13644,1,1,16,2.8,1,1,2,2,2,"119"," Virginia"
"Middlesex ",13645,1,1,18,2.63,1,2,3,1,2,"119"," Virginia"
"Middlesex ",13646,1,1,20,2.93,1,0,2,2,2,"119"," Virginia"
"Middlesex ",13647,2,1,17,2.33,3,3,3,2,1,"119"," Virginia"
"Middlesex ",13648,1,3,21,2.62,1,1,1,2,2,"119"," Virginia"
"Middlesex ",13649,1,4,22,3.79,1,1,1,1,2,"119"," Virginia"
"Middlesex ",13650,1,1,19,1.82,1,1,2,2,2,"119"," Virginia"
"Middlesex ",13651,2,3,23,3.95,1,1,3,2,2,"119"," Virginia"
"Montgomery ",13652,2,4,23,2.75,1,1,1,2,1,"121"," Virginia"
"Montgomery ",13653,2,1,23,1.86,3,3,1,2,1,"121"," Virginia"
"Montgomery ",13654,1,4,18,3.48,1,1,1,2,1,"121"," Virginia"
"Montgomery ",13655,2,1,20,3.45,1,3,1,2,2,"121"," Virginia"
"Montgomery ",13656,2,4,19,2.2,2,1,1,1,1,"121"," Virginia"
"Montgomery ",13657,1,1,20,2.9,1,1,1,2,2,"121"," Virginia"
"Montgomery ",13658,1,4,23,3.22,1,1,1,1,2,"121"," Virginia"
"Montgomery ",13659,1,1,20,2.62,1,3,2,1,1,"121"," Virginia"
"Montgomery ",13660,2,4,23,2.56,1,1,1,1,2,"121"," Virginia"
"Montgomery ",13661,2,4,21,2.32,1,3,1,2,2,"121"," Virginia"
"Montgomery ",13662,2,1,20,1.96,1,1,1,1,1,"121"," Virginia"
"Montgomery ",13663,1,1,25,2.62,2,3,1,2,2,"121"," Virginia"
"Montgomery ",13664,2,1,24,2.98,2,1,2,2,2,"121"," Virginia"
"Montgomery ",13665,2,1,24,2.74,1,0,1,1,1,"121"," Virginia"
"Montgomery ",13666,1,1,21,2.17,1,1,1,2,2,"121"," Virginia"
"Montgomery ",13667,1,1,20,2.18,1,3,2,2,1,"121"," Virginia"
"Montgomery ",13668,2,1,22,3.16,1,1,2,1,1,"121"," Virginia"
"Montgomery ",13669,1,1,16,3.56,1,3,3,2,2,"121"," Virginia"
"Montgomery ",13670,1,1,12,3.29,1,0,2,2,2,"121"," Virginia"
"Montgomery ",13671,2,4,19,2.48,2,1,4,2,2,"121"," Virginia"
"Montgomery ",13672,1,2,19,2.71,1,1,2,2,2,"121"," Virginia"
"Montgomery ",13673,1,2,29,1.89,2,3,1,2,2,"121"," Virginia"
"Montgomery ",13674,1,3,25,2.46,1,1,1,1,2,"121"," Virginia"
"Montgomery ",13675,1,1,20,2.51,1,3,1,2,2,"121"," Virginia"
"Montgomery ",13676,1,2,24,3.82,1,3,1,2,2,"121"," Virginia"
"Montgomery ",13677,2,1,22,1.87,1,1,1,2,2,"121"," Virginia"
"Montgomery ",13678,1,1,19,2.03,1,3,3,1,2,"121"," Virginia"
"Montgomery ",13679,1,1,12,3.44,1,1,1,1,2,"121"," Virginia"
"Montgomery ",13680,1,1,24,3.57,1,3,1,2,2,"121"," Virginia"
"Montgomery ",13681,2,2,22,3.54,1,1,1,2,2,"121"," Virginia"
"Montgomery ",13682,2,2,20,2.4,1,1,1,2,1,"121"," Virginia"
"Montgomery ",13683,1,1,20,2.87,1,3,1,2,1,"121"," Virginia"
"Montgomery ",13684,2,1,19,3.74,1,3,4,2,2,"121"," Virginia"
"Montgomery ",13685,2,4,23,2.58,1,1,1,2,1,"121"," Virginia"
"Montgomery ",13686,1,3,18,2.42,1,0,2,2,2,"121"," Virginia"
"Montgomery ",13687,2,1,20,3.69,1,1,2,2,1,"121"," Virginia"
"Montgomery ",13688,1,4,21,2.5,1,3,1,1,1,"121"," Virginia"
"Montgomery ",13689,1,3,20,1.93,1,1,1,2,2,"121"," Virginia"
"Montgomery ",13690,2,1,15,3.25,1,3,1,2,2,"121"," Virginia"
"Montgomery ",13691,2,1,24,2.6,1,3,2,2,2,"121"," Virginia"
"Montgomery ",13692,1,1,16,3.92,2,0,1,2,2,"121"," Virginia"
"Montgomery ",13693,2,4,17,3.39,1,1,1,2,2,"121"," Virginia"
"Montgomery ",13694,2,1,22,2.46,1,3,1,2,1,"121"," Virginia"
"Montgomery ",13695,2,1,18,1.86,1,1,1,2,2,"121"," Virginia"
"Montgomery ",13696,2,1,21,2.63,1,3,4,2,2,"121"," Virginia"
"Montgomery ",13697,1,3,20,3.24,2,1,1,2,2,"121"," Virginia"
"Montgomery ",13698,1,4,22,3.4,1,1,1,2,2,"121"," Virginia"
"Montgomery ",13699,2,1,23,2.71,1,3,4,2,2,"121"," Virginia"
"Montgomery ",13700,2,2,24,2.58,1,1,2,2,1,"121"," Virginia"
"Montgomery ",13701,2,1,19,3.67,1,1,1,1,1,"121"," Virginia"
"Montgomery ",13702,1,1,22,2.03,1,1,1,2,1,"121"," Virginia"
"Montgomery ",13703,2,1,17,2.96,1,1,1,1,2,"121"," Virginia"
"Montgomery ",13704,1,1,21,3.35,1,1,4,2,1,"121"," Virginia"
"Montgomery ",13705,1,1,23,3.88,1,1,2,2,1,"121"," Virginia"
"Montgomery ",13706,2,1,17,3.32,2,3,1,2,2,"121"," Virginia"
"Montgomery ",13707,1,4,20,3.69,1,1,3,2,2,"121"," Virginia"
"Montgomery ",13708,1,1,21,3.36,1,1,1,2,1,"121"," Virginia"
"Montgomery ",13709,2,2,22,2.36,1,2,2,2,2,"121"," Virginia"
"Montgomery ",13710,1,1,16,1.81,1,3,1,1,2,"121"," Virginia"
"Montgomery ",13711,2,3,23,3.82,2,3,1,2,2,"121"," Virginia"
"Montgomery ",13712,1,1,22,1.91,2,3,1,2,2,"121"," Virginia"
"Montgomery ",13713,1,3,26,3.77,1,1,1,2,1,"121"," Virginia"
"Montgomery ",13714,1,1,22,2.67,1,1,1,2,2,"121"," Virginia"
"Montgomery ",13715,2,1,19,2.89,1,3,1,2,2,"121"," Virginia"
"Montgomery ",13716,2,1,22,2.86,1,1,1,2,1,"121"," Virginia"
"Montgomery ",13717,2,1,19,3.68,1,1,4,1,2,"121"," Virginia"
"Montgomery ",13718,2,1,19,3.55,1,2,4,2,2,"121"," Virginia"
"Montgomery ",13719,1,1,21,3.63,1,1,1,1,2,"121"," Virginia"
"Montgomery ",13720,2,1,23,1.91,2,0,1,1,2,"121"," Virginia"
